date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:49	39297/39297	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:49%20GMT	https://marketifythemes.net/wp/cavani/04/tag/apple/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/apple/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:50	2981/2981	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba5-62a19b72-59e9cd57d07eb6ea;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/js/comment-reply.min.js?ver=6.0.1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/js/comment-reply.min37ad.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:50	41227/41227	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:50%20GMT	https://marketifythemes.net/wp/cavani/04/tag/featured/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/featured/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:50	4960/4960	---M-Z	200	added ('OK')	application/x-javascript	etag:%221360-62a1c9d3-7720fe2af671590e;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.6	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/js/webpack.runtime.min1ed5.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:50	14277/14277	---M-Z	200	added ('OK')	application/x-javascript	etag:%2237c5-62a1c9d3-8fa34e6615f61297;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.6	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/js/frontend-modules.min1ed5.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:50	43868/43868	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:50%20GMT	https://marketifythemes.net/wp/cavani/04/tag/insights/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/insights/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:50	39353/39353	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:50%20GMT	https://marketifythemes.net/wp/cavani/04/tag/lifestyle/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/lifestyle/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:51	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-62a1c9d4-1e6b14e3d88620b7;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:51	41187/41187	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:51%20GMT	https://marketifythemes.net/wp/cavani/04/tag/nft/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/nft/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:51	20715/20715	---M-Z	200	added ('OK')	application/x-javascript	etag:%2250eb-62a19e07-4c6afad40fc97f1c;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/js/jquery/ui/core.min0028.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:51	39325/39325	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:52%20GMT	https://marketifythemes.net/wp/cavani/04/tag/relax/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/relax/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:51	37741/37741	---M-Z	200	added ('OK')	application/x-javascript	etag:%22936d-62a1c9d4-125bc9ca5a8544ac;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.6	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/js/frontend.min1ed5.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:52	39305/39305	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:52%20GMT	https://marketifythemes.net/wp/cavani/04/tag/study/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/study/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:52	14530/14530	---M-Z	200	added ('OK')	application/x-javascript	etag:%2238c2-62d79870-81655f1889558f75;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/jquery.event.move.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/jquery.event.move68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:52	39329/39329	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:52%20GMT	https://marketifythemes.net/wp/cavani/04/tag/teaching/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/teaching/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:52	17012/17012	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2242e3-62d79871-7052477767d6b09a;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/juxtapose.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/juxtapose68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:53	40238/40238	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:53%20GMT	https://marketifythemes.net/wp/cavani/04/tag/technology/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/technology/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:53	49748/49748	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22c25a-62d79871-c1861bc8c04bf1fc;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/lightgallery.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/lightgallery68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:53	4484/4484	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221649-62d79870-ff5291055c3d5b22;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/headline-animation.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/headline-animation68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:53	41215/41215	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:53%20GMT	https://marketifythemes.net/wp/cavani/04/tag/tokens/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/tag/tokens/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:53	929/929	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223af-62d79870-f4126222523b9e29;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/countto.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/countto68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:54	7808/7808	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221fc6-62d79871-c0122571b1e10935;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/waypoints.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/waypoints68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:54	4187/4187	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221166-62d79870-15c3203f95fc2c01;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/jquery-circle-progress.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/jquery-circle-progress68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:54	44063/44063	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22accd-62d79871-2e4ab2e093315508;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/owl-carousel.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/js/owl-carousel68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:55	17395/17395	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c09-62d79715-f5f23c197c0e1511;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/assets/js/init.js?ver=1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/assets/js/init68b3.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:55	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2021%20Jul%202022%2004:50:54%20GMT	http://fonts.googleapis.com/robots.txt		(from https://marketifythemes.net/wp/cavani/04/)
10:20:55	24/24	---MC-	200	added ('OK')	text/plain	date:Thu,%2021%20Jul%202022%2004:50:55%20GMT	http://s.w.org/robots.txt		(from https://marketifythemes.net/wp/cavani/04/)
10:20:55	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jul%202022%2004:50:55%20GMT	https://fonts.gstatic.com/robots.txt		(from https://marketifythemes.net/wp/cavani/04/)
10:20:56	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2021%20Jul%202022%2004:50:56%20GMT	https://fonts.googleapis.com/robots.txt		(from https://marketifythemes.net/wp/cavani/04/)
10:20:56	15126/15126	---MCZ	200	added ('OK')	text/css	etag:W/%223dc3-62a37c60-294a3e1c0627d24c;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-137.css?ver=1654881376	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-1376d09.css	(from https://marketifythemes.net/wp/cavani/04/about/)
10:20:57	10416/10416	---MC-	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202022%2004:50:57%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7COpen+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.0.1	C:/My%20Web%20Sites/S_profile_website/fonts.googleapis.com/css55a0.css	(from https://marketifythemes.net/wp/cavani/04/about/)
10:20:57	26905/26905	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:50:57%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/137	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/137.json	(from https://marketifythemes.net/wp/cavani/04/about/)
10:20:58	2424/2424	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:50:58%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2Fabout%2F	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embedd9f1.json	(from https://marketifythemes.net/wp/cavani/04/about/)
10:20:58	2482/2482	---M-Z	200	added ('OK')	text/xml	date:Thu,%2021%20Jul%202022%2004:50:58%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2Fabout%2F&format=xml	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embedba18	(from https://marketifythemes.net/wp/cavani/04/about/)
10:20:59	609/609	---M-Z	200	added ('OK')	image/svg+xml	etag:%22261-62d79729-fa9cc6121b6a90be;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/svg/right-arrow-2.svg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/svg/right-arrow-2.svg	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:00	6408/6408	---M--	200	added ('OK')	image/png	etag:%221908-62a1ca4e-17413b6f4704bf09;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/1.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/1.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:01	8097/8097	---M--	200	added ('OK')	image/png	etag:%221fa1-62a1ca4e-f64e5d9e2d64cbe8;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/2.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/2.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:01	6247/6247	---M--	200	added ('OK')	image/png	etag:%221867-62a1ca4e-80b4d0ffeb754c3e;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/3.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/3.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:02	7802/7802	---M--	200	added ('OK')	image/png	etag:%221e7a-62a1ca4e-c66601bd3f0e7b12;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/4.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/4.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:03	6440/6440	---M--	200	added ('OK')	image/png	etag:%221928-62a1ca4e-28d8caa382e3cdb5;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/5.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/5.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:03	9979/9979	---M--	200	added ('OK')	image/png	etag:%2226fb-62a1e873-12936e8608247cbb;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/6.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/6.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:04	9315/9315	---M--	200	added ('OK')	image/png	etag:%222463-62a1e874-65d3c601d60bc4ca;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/7.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/7.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:04	6907/6907	---M--	200	added ('OK')	image/png	etag:%221afb-62a1e875-3efc7d683f8d0ce1;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/8.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/8.png	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:05	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d1890a-4d7%22	https://marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://marketifythemes.net/wp/cavani/04/about/)
10:21:05	5204/5204	---MCZ	200	added ('OK')	text/css	etag:W/%221454-62d79720-71d939a088547866;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/magnific.popup.css?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/magnific.popupe553.css	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:06	19789/19789	---M-Z	200	added ('OK')	text/css	etag:%224d4d-62d79720-215fe9d7487ad91d;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/swiper.css?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/swipere553.css	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:07	1481/1481	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:51:06%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/34	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/34.json	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:07	2489/2489	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:51:07%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2Fcreative-portfolio%2F	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embede5f0.json	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:08	2547/2547	---M-Z	200	added ('OK')	text/xml	date:Thu,%2021%20Jul%202022%2004:51:08%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2Fcreative-portfolio%2F&format=xml	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed9618	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:08	79448/79448	---M--	200	added ('OK')	image/jpeg	etag:%2213658-62a1ca3e-10fd4dfb3d8eacd6;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/1.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/1.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:09	1129/1129	---M--	200	added ('OK')	image/jpeg	etag:%22469-62d79882-addd3c85cd167ea8;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/thumb/square.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/thumb/square.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:09	68088/68088	---M--	200	added ('OK')	image/jpeg	etag:%22109f8-62a1ca3f-b2a5ed49d87a5f79;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/2.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/2.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:09	63009/63009	---M--	200	added ('OK')	image/jpeg	etag:%22f621-62a1ca3f-20c197133a380dc1;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/3.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/3.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:09	115899/115899	---M--	200	added ('OK')	image/jpeg	etag:%221c4bb-62a1ca3f-af4afb46dba5ae78;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/4.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/4.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:09	103760/103760	---M--	200	added ('OK')	image/jpeg	etag:%2219550-62a1ca40-c8349e66cf3f3cf1;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/5.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/5.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:10	131354/131354	---M--	200	added ('OK')	image/jpeg	etag:%222011a-62a1ca40-bcff1f5a70982199;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/6.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/6.jpg	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:10	1833/1833	---MCZ	200	added ('OK')	text/css	etag:W/%22763-62a365bb-170d3473dd786bb0;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-61.css?ver=1654875579	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-61c278.css	(from https://marketifythemes.net/wp/cavani/04/services/)
10:21:10	53122/53122	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:51:10%20GMT	https://marketifythemes.net/wp/cavani/04/project/ave-brook/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/project/ave-brook/index.html	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:11	10416/10416	---MC-	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202022%2004:51:11%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7COpen+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.0.1	C:/My%20Web%20Sites/S_profile_website/fonts.googleapis.com/cssaab4.css	(from https://marketifythemes.net/wp/cavani/04/services/)
10:21:11	53277/53277	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:51:11%20GMT	https://marketifythemes.net/wp/cavani/04/project/kelly-hookin/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/project/kelly-hookin/index.html	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:11	53543/53543	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:51:11%20GMT	https://marketifythemes.net/wp/cavani/04/project/ashley-flores/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/project/ashley-flores/index.html	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:11	53062/53062	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:51:11%20GMT	https://marketifythemes.net/wp/cavani/04/project/alla-gorova/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/project/alla-gorova/index.html	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:11	6530/6530	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:51:12%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/61	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/61.json	(from https://marketifythemes.net/wp/cavani/04/services/)
10:21:12	54149/54149	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:51:12%20GMT	https://marketifythemes.net/wp/cavani/04/project/fele-sweet/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/project/fele-sweet/index.html	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:12	52876/52876	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:51:12%20GMT	https://marketifythemes.net/wp/cavani/04/project/alice-moon/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/project/alice-moon/index.html	(from https://marketifythemes.net/wp/cavani/04/creative-portfolio/)
10:21:12	2439/2439	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:51:12%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2Fservices%2F	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embedc7bc.json	(from https://marketifythemes.net/wp/cavani/04/services/)
10:21:13	2497/2497	---M-Z	200	added ('OK')	text/xml	date:Thu,%2021%20Jul%202022%2004:51:13%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2Fservices%2F&format=xml	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed3431	(from https://marketifythemes.net/wp/cavani/04/services/)
10:21:13	280818/280818	---M--	200	added ('OK')	image/jpeg	etag:%22448f2-62a1e85f-45401c72b303db74;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/1-1.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/1-1.jpg	(from https://marketifythemes.net/wp/cavani/04/services/)
10:21:13	1124/1124	---M-Z	200	added ('OK')	image/svg+xml	etag:%22464-62d79873-1dafbe10dda5377e;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/svg/a-3d.svg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/svg/a-3d.svg	(from https://marketifythemes.net/wp/cavani/04/services/)
